In addition to paper, cupcake liners may be made from very thin aluminum foil or, in a non-disposable version, silicone rubber. Because they can stand up on their own, foil and silicone liners can also be used on a flat baking sheet, which makes them popular among people who do not have a specialized muffin tin. Some of the largest paper liners are not fluted and are made out of thicker paper, often rolled at the top edge for additional strength, so that they can also stand independently for baking without a cupcake tin. Some bakers use two or three thin paper liners, nested together, to simulate the strength of a single foil cup.,0
,0
Liners, which are also called paper cases, come in a variety of sizes. Slightly different sizes are considered "standard" in different countries. Miniature cases are commonly 27 to 30 millimetres (1.1 to 1.2 in) in diameter at the base and 20 millimetres (0.79 in) tall. Standard-size cases range from 45 to 53 millimetres (1.8 to 2.1 in) in diameter at the base and are 30 to 35 millimetres (1.2 to 1.4 in) tall. Australian and Swedish bakers are accustomed to taller paper cases with a larger diameter at the top than American and British bakers.[19],0
,0
Shops,0
,0
A cupcake shop in New Orleans, Louisiana,0
In the early 21st century, a trend for cupcake shops, which are specialized bakeries that sell little or nothing except cupcakes, developed in the United States, playing off of the sense of nostalgia evoked by the cakes. In New York City, cupcake shops like Magnolia Bakery gained publicity in their appearances on popular television shows like HBO's Sex and the City.[20],0
,0
Crumbs Bake Shop, a publicly traded business running the largest cupcake shop chain in the U.S., reached its peak stock price in 2011. Declining sales, due to competition from locally owned mom-and-pop specialty stores as well as increased competition from grocery stores, caused a sharp decline in the company's prospects and stock price in 2013.[21],0
,0
Georgetown Cupcake was the first cupcakery to open in Washington, D.C. The cupcake shop gained widespread publicity after the 2010 premier of TLC's DC Cupcakes, a six-part reality show about the shop and its owners, sisters Sophie LaMontagne and Katherine Kallinis.[22],0
,0
Based in Beverly Hills, California, Sprinkles Cupcakes is owned by Candace Nelson, who is also a star judge on the Food Network's Cupcake Wars, and her husband, Charles Nelson.[23] Sprinkles is the first cupcake shop to debut a cupcake ATM, which could hold up to 350 cupcakes at one time.[24],0
,0
Themes,0
Cupcakes are sometimes used to celebrate and illustrate specific events or themes.,0
,0
,0
Periodic Table of Cupcakes,0
A periodic table of cupcakes is a collection of decorated cupcakes arranged in order to represent the elements of the periodic table. Cupcakes are sometimes flavoured and coloured and usually iced with the appropriate atomic number and chemical symbol.[25] The first person to bake and ice a set of cupcakes organised and coloured to represent the elements of the periodic table was Ida Freund in 1907. Ida Freund was the first woman to hold a post as a university chemistry lecturer in the UK. She used the cupcakes as a pedagogical tool to engage and amuse her female students at Cambridge University.[26] Based on her original idea, periodic table cupcakes have become a popular way to celebrate chemistry at school bake sales and events aiming to promote public engagement with science.,0
Gallery,0
